properties.ObjectId,properties.StopID,properties.PID,properties.resultOfStop,properties.resultOfStopcode,properties.resultOfStopcodeText
31801,37927,1,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31802,37927,2,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31803,37928,1,Citation for infraction,54338,4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338
31804,37928,2,No Action,NULL,NULL
31805,37928,3,No Action,NULL,NULL
31806,37928,4,No Action,NULL,NULL
31807,37929,1,Warning (verbal or written),54165,27151 VC - ILL MOD EXHAUST SYS:NOISE (I) 54165
31808,37930,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
31809,37931,1,Custodial Arrest without warrant,42088,23152(B) VC - DUI ALCOHOL/0.08 PERCENT (M) 42088
31810,37932,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31811,37933,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31812,37934,1,Field interview card completed,NULL,NULL
31813,37934,1,Citation for infraction,54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
31814,37935,1,No Action,NULL,NULL
31815,37936,1,Warning (verbal or written),54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
31816,37937,1,Citation for infraction,66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
31817,37937,2,Citation for infraction,66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
31818,37784,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
31819,37829,1,No Action,NULL,NULL
31820,37663,2,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31821,37785,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31822,37830,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31823,37663,3,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31824,37786,1,No Action,NULL,NULL
31825,37877,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31826,37831,1,No Action,NULL,NULL
31827,37663,4,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31828,37663,5,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31829,37663,6,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31830,37663,7,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31831,37663,8,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31832,37663,9,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31833,37664,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31834,37664,2,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31835,37665,1,Citation for infraction,23115,22435.2(B) BP - POSS SHOP/LAUNDRY CART (M) 23115
31836,37666,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31837,37667,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31838,37667,1,In-field cite and release,54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
31839,37668,1,Citation for infraction,54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
31840,37669,1,Warning (verbal or written),54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
31841,37670,1,No Action,NULL,NULL
31842,37671,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31843,37671,2,No Action,NULL,NULL
31844,37672,1,Warning (verbal or written),54191,24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191
31845,37673,1,Citation for infraction,54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
31846,37674,1,Citation for infraction,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
31847,37674,1,In-field cite and release,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
31848,37675,1,No Action,NULL,NULL
31849,37676,1,Custodial Arrest without warrant,29143,594(B)(1) PC - VANDALISM $400 OR MORE (F) 29143
31850,37677,1,Warning (verbal or written),54162,21954(A) VC - PED NOT STOP:OUT CROSWALK (I) 54162
31851,37678,1,In-field cite and release,13045,242 PC - BATTERY (M) 13045
31852,37678,2,In-field cite and release,13045,242 PC - BATTERY (M) 13045
31853,37679,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31854,37680,1,Custodial Arrest without warrant,32100,602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100
31855,37681,1,Citation for infraction,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
31856,37681,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31857,37682,1,Citation for infraction,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
31858,37683,1,No Action,NULL,NULL
31859,37878,1,Warning (verbal or written),54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
31860,37787,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31861,37832,1,No Action,NULL,NULL
31862,37879,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31863,37788,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31864,37833,1,No Action,NULL,NULL
31865,37880,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31866,37789,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
31867,37834,1,Field interview card completed,NULL,NULL
31868,37881,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31869,37789,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
31870,37835,1,Field interview card completed,NULL,NULL
31871,37882,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
31872,37790,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
31873,37836,1,In-field cite and release,66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
31874,37883,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31875,37884,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31876,37885,1,Citation for infraction,54220,22100(A) VC - IMPROPER RIGHT HAND TURN (I) 54220
31877,37886,1,Citation for infraction,54145,21955 VC - JAYWALKING (I) 54145
31878,37887,1,Warning (verbal or written),54149,22108 VC - FAIL SIGNAL B/4 TURN VEH (I) 54149
31879,37888,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
31880,37889,1,Warning (verbal or written),35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
31881,37890,1,Citation for infraction,54299,21804(A) VC - FAIL YIELD TRAFIC:HWY ENT (I) 54299
31882,37891,1,In-field cite and release,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
31883,37891,1,In-field cite and release,22012,466 PC - POSSESS BURGLARY TOOLS (M) 22012
31884,37892,1,Citation for infraction,54518,24603(E) VC - STOPLAMPS VIOL:N/VISIBLE (I) 54518
31885,37892,2,No Action,NULL,NULL
31886,37892,3,No Action,NULL,NULL
31887,37893,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
31888,37894,1,Field interview card completed,NULL,NULL
31889,37895,1,Citation for infraction,54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168
31890,37896,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
31891,37897,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
31892,37898,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
31893,37899,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
31894,37900,1,Citation for infraction,54144,24603(B) VC - STOPLAMPS VIOL:SPEC VEH (I) 54144
31895,37901,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31896,37790,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
31897,37836,1,Citation for infraction,66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
31898,37791,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
31899,37791,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
31900,37837,1,No Action,NULL,NULL
31901,37792,1,No Action,NULL,NULL
31902,37838,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
31903,37793,1,No Action,NULL,NULL
31904,37794,1,Warning (verbal or written),54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
31905,37839,1,Citation for infraction,54013,24002 VC - UNLAWFUL OPERATION OF VEH (I) 54013
31906,37795,1,No Action,NULL,NULL
31907,37840,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
31908,37796,1,No Action,NULL,NULL
31909,37841,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31910,37797,1,Citation for infraction,54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
31911,37798,1,Warning (verbal or written),41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
31912,37842,1,Custodial Arrest without warrant,38080,273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080
31913,37799,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
31914,37843,1,Custodial Arrest without warrant,23185,487(D)(1) PC - GRAND THEFT:AUTO (F) 23185
31915,37800,1,Field interview card completed,NULL,NULL
31916,37844,1,No Action,NULL,NULL
31917,37800,2,Field interview card completed,NULL,NULL
31918,37801,1,Citation for infraction,54372,21453(B) VC - TURN ONTO ONEWAY AT RED (I) 54372
31919,37845,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31920,37801,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
31921,37802,1,Warning (verbal or written),54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
31922,37803,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
31923,37804,1,Citation for infraction,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
31924,37806,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31925,37807,1,No Action,NULL,NULL
31926,37808,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31927,37808,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31928,37809,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31929,37810,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31930,37810,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
31931,37811,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31932,37812,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
31933,37813,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31934,37608,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31935,37846,1,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31936,37846,2,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31937,37847,1,Warning (verbal or written),32100,602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100
31938,37848,1,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31939,37849,1,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
31940,37850,1,Field interview card completed,NULL,NULL
31941,37851,1,Custodial Arrest without warrant,28024,496(A) PC - REC KNWN STOLN PROP (M) 28024
31942,37851,1,Custodial Arrest without warrant,20036,451(D) PC - ARSON:PROPERTY (F) 20036
31943,37852,1,Field interview card completed,NULL,NULL
31944,37853,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31945,37854,1,Citation for infraction,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
31946,37855,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31947,37856,1,No Action,NULL,NULL
31948,37857,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31949,37857,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
31950,37858,1,No Action,NULL,NULL
31951,37859,1,Warning (verbal or written),54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
31952,37609,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31953,37610,1,Citation for infraction,54114,21801(A) VC - FT/YIELD BE4 LEFT/U-TURN (I) 54114
31954,37611,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31955,37612,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31956,37613,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31957,37614,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31958,37615,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31959,37616,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31960,37617,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31961,37618,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31962,37619,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31963,37620,1,Citation for infraction,54112,21461.5 VC - PED FAIL OBEY TRAFIC SIGN (I) 54112
31964,37621,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
31965,37622,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31966,37623,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31967,37624,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31968,37625,1,Field interview card completed,NULL,NULL
31969,37626,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31970,37627,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31971,37628,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
31972,37629,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31973,37630,1,Citation for infraction,54398,21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398
31974,37631,1,Citation for infraction,54102,16025(A) VC - NO EVID:ID/INS/ETC:ACCDNT (I) 54102
31975,37631,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31976,37632,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31977,37633,1,Citation for infraction,54144,24603(B) VC - STOPLAMPS VIOL:SPEC VEH (I) 54144
31978,37634,1,Citation for infraction,54211,5202 VC - LICENSE PLATE DISPLAY VIO (I) 54211
31979,37635,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
31980,37635,1,Custodial Arrest without warrant,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
31981,37636,1,Warning (verbal or written),41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
31982,37636,2,Warning (verbal or written),41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
31983,37637,1,In-field cite and release,35229,11350(B) HS - POSSESS METHAQUALONE/ETC (F) 35229
31984,37638,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31985,37639,1,Warning (verbal or written),54556,38314 VC - UNSAFE TURNING MOVEMENT (I) 54556
31986,37640,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
31987,37640,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
31988,37640,1,Warning (verbal or written),54149,22108 VC - FAIL SIGNAL B/4 TURN VEH (I) 54149
31989,37641,1,Warning (verbal or written),54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
31990,37642,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
31991,37643,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31992,37644,1,Citation for infraction,54108,14601.2(A) VC - DRIV:SUSP/ETC LIC:DUI:VIO (M) 54108
31993,37645,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
31994,37646,1,No Action,NULL,NULL
31995,37647,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
31996,37648,1,Warning (verbal or written),66116,1550.3 PC - CONFINED UND GOVS WARRANT (X) 66116
31997,37648,2,No Action,NULL,NULL
31998,37648,3,No Action,NULL,NULL
31999,37649,1,No Action,NULL,NULL
32000,37650,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
32001,38026,1,Citation for infraction,26040,587C PC - EVADE RAILROAD FARE (M) 26040
32002,38027,1,Citation for infraction,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
32003,38028,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
32004,38029,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
32005,38030,1,Warning (verbal or written),54191,24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191
32006,38031,1,Custodial Arrest without warrant,13174,243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174
32007,38111,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
32008,38189,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
32009,37981,1,No Action,NULL,NULL
32010,38149,1,Citation for infraction,54088,21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088
32011,38032,1,Citation for infraction,54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
32012,38033,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
32013,38034,1,Custodial Arrest without warrant,64005,647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005
32014,38035,1,Custodial Arrest without warrant,57033,647(I) PC - DIS CON:PEEKS INHAB BLDG (M) 57033
32015,38036,1,Custodial Arrest without warrant,89105,290(A)(2)(E) PC - COURT ORDER REGISTRATION (X) 89105
32016,38037,1,In-field cite and release,22004,459 PC - BURGLARY (F) 22004
32017,38038,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
32018,38039,1,In-field cite and release,54569,2818 VC - ELE BEACON/CONE PATTERN (I) 54569
32019,38039,2,No Action,NULL,NULL
32020,38039,3,In-field cite and release,54569,2818 VC - ELE BEACON/CONE PATTERN (I) 54569
32021,38040,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
32022,38041,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
32023,38042,1,No Action,NULL,NULL
32024,38043,1,Custodial Arrest without warrant,24067,10851(A) VC - TAKE VEH W/O OWNER CONSNT (M) 24067
32025,38043,2,No Action,NULL,NULL
32026,38044,1,No Action,NULL,NULL
32027,38045,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
32028,38046,1,Citation for infraction,52623,20170(A) PC - DISPLAY IN PUB:IMT F/ARM (I) 52623
32029,38046,2,No Action,NULL,NULL
32030,38047,1,Field interview card completed,NULL,NULL
32031,38048,1,No Action,NULL,NULL
32032,38048,2,No Action,NULL,NULL
32033,38048,3,No Action,NULL,NULL
32034,38049,1,Field interview card completed,NULL,NULL
32035,38050,1,No Action,NULL,NULL
32036,38050,2,No Action,NULL,NULL
32037,38051,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
32038,38052,1,No Action,NULL,NULL
32039,38053,1,Field interview card completed,NULL,NULL
32040,38054,1,Psychiatric hold,NULL,NULL
32041,38055,1,Warning (verbal or written),41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
32042,38056,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
32043,38057,1,No Action,NULL,NULL
32044,38058,1,Citation for infraction,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002
32045,38059,1,No Action,NULL,NULL
32046,38060,1,No Action,NULL,NULL
32047,38061,1,No Action,NULL,NULL
32048,38062,1,Warning (verbal or written),62120,14 4451(A) CA - CA REG:CAMPING VIOLATION (M) 62120
32049,38062,2,Warning (verbal or written),62120,14 4451(A) CA - CA REG:CAMPING VIOLATION (M) 62120
32050,38062,2,Warning (verbal or written),35427,11357.5(A) HS - SEL SYNTHETIC CANNABINOID (M) 35427
32051,38063,1,Citation for infraction,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
32052,38064,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
32053,38065,1,Citation for infraction,54193,24600 VC - TAILLAMP VIOLATIONS (I) 54193
32054,38066,1,Warning (verbal or written),35349,11532(A) HS - LOITR PUBLIC:ILL DRUG ACT (M) 35349
